,name,titles,rating,comments
3375,Abhishek,Good Product,2,Nice
3376,Ravi,Genuine product,4,Very good and genuine product delivered by amazon..thanks amazon for this wonderful toy..highly appreciated..
3377,Abhishek,Very nice phone,2,Nice battery life and nice camera quality
3378,Ravi,Battery life,4,The camera is very good and the battery life is beyond my expectation
3379,Abhishek,Too good,2,The main thing is 😂 tha product i got is original not fraud
3380,Ravi,Brilliant camera,4,camera quality is awesome and a powerful processor
3381,Abhishek,fabulous mobile,2,excellent colour unique purple colour superb phone
3382,Ravi,Royal,4,White colour looks classy and royal. In love with the phone. The Best!!
3383,Abhishek,Mass😎,2,The product is very classy I didn’t face any issues till today
3384,Ravi,Best in 🍎 phone is iPhone 11 😃✌️,4,"                    The media could not be loaded.
                "
3385,Abhishek,Superb,2,"Using the phone now for the review. Feeling great and wow,a simple word"
3386,Ravi,Loose packing,4,"Overall the product is good, but seller packed it worstly and packing was loose"
3387,Abhishek,Best smart phone 🔥,2,The product is original 💯 and I trust Amazon for 6 year's
3388,Ravi,The Future,4,"An incredible device with lot of features and entertainment, just love it ❤️"
3389,Abhishek,Good👍,2,Ya battery life & camera quality nd face recognition also good !!👍bt just not satisfied for battery health!!
3390,Ravi,black dot in camera. manufactur error.bad experience ever😭😭,4,"                    The media could not be loaded.
                



 i recieve this parcel just two hours ago after the all set up i just open the camera for take a pic to check the quality then i notice there is a black dot in camera nd i clean the outside of camara with the help of clothe and check again but the black dot is still remain .it is in every photo ..it is manufacturing error ..bad experience ever 😭😭😭 i never excpt it from Amazon. it is heart breaking for me 😭"
3391,Abhishek,good,2,v good
3392,Ravi,"Nice, finally I buy the IPhone11 but Delivery of the phone which I received after 12 days",4,Only thing is Phone box was damaged but mobile is good
3393,Abhishek,Nice product,2,I bought A apple 11 and this is the genuine product from apple
3394,Ravi,Nice phone,4,It’s all over good and best phone but not give fingerprint
3395,Abhishek,CHARGER MISSING,2,"                    The media could not be loaded.
                



 ADAPTER CHARGER MISSING. PLEASE PROVIDE THE CHARGER."
3396,Ravi,Best iPhone ....,4,It’s a good product in iPhone family.
3397,Abhishek,What a phone!,2,"Amazing phone, just that you’d have to buy another long cord for charging and a case to go with the phone."
3398,Ravi,Great deal by amazon,4,Next day delivery really awesome service by amazon & genuine product 👍🏻
3399,Abhishek,I-Phone is I-Phone,2,NO WORDS FOR IPHONE📱👌सबका बाप है ये“IPHONE IS IPHONE “
3400,Ravi,Nice mobile phone,4,This apple phone is alll best for a the no. 1 phone
3401,Abhishek,Excellent smartphone,2,"Excellent battery life , camera quality is very Excellent ,good looking and a14 prfomens is very Excellent."
3402,Ravi,Good Flagship phone,4,Good
3403,Abhishek,Buy it cuz it’s IPhone with good battery,2,"Camera is good,battery life is almost 2-3 days,display is awesome, and offcrse it’s iPhone 😉"
3404,Ravi,Price match,4,I love the phone but the prices has dropped I want a prices match
3405,Abhishek,Awesome,2,The product i got Iphone11 Black 128gb. The product was original no clone.
3406,Ravi,Original product,4,"Superb...go for it..I have checked it from store,it's 100% original product.no heating issue."
3407,Abhishek,Very2 gud ..,2,gudgud
3408,Ravi,iPhone 11,4,Battery life is good. Camera quality excellent  Specially night mode is awesome. And face recognition is also good
3409,Abhishek,Back side fineshing is very Nice,2,All things is good No issues at all for iphone modals
3410,Ravi,Good phone at reduced price,4,Good phone
3411,Abhishek,Awesome phone,2,No doubt an excellent phone. Just disappointed with the delayed delivery. Best iPhone ever
3412,Ravi,Best phone,4,Loved the product.. I don't think I will ever go back to android after using this.... It's soo fluid
3413,Abhishek,Nice,2,I guess I got the real product afraid of clone ones
3414,Ravi,Charger accessories are not good ( seems dummy apple items),4,"It’s taking min 1.5 hours for full charge and charger getting heat , seems accessories are duplicate one :("
3415,Abhishek,Best smartphone money can get right now !,2,"Excellent product , my 2nd Apple Device ! Best performance you can get right now in a smartphone and which will last for 5-7 yeats"
3416,Ravi,Good looking good condition phone,4,"                    The media could not be loaded.
                



 Good morning sir please find attached the day"
3417,Abhishek,Failed to deliver mentioned items with the product,2,Unsatisfied about this product.Because I didn’t receive mobile power adapter and AirPods  which you  specified this product
3418,Ravi,Great phone,4,Superb experience so far.
3419,Abhishek,A must upgrade..good mobile phone,2,Worth to upgrade..nice camera and premium build quality
3420,Ravi,Value for money,4,Happy with this product
3421,Abhishek,Awesome !!,2,A bit heavy than my prior iphone 6s... but can be ignored as the phone runs so smooth...! Best camera and battery..!!
3422,Ravi,Best phone apple provides,4,Best camera and i am very Impressed with the battery life
3423,Abhishek,Genuine.,2,"                    The media could not be loaded.
                



 Everything is just brand new, was very skeptical cause of the negative reviews but the one I recieved is top notch."
3424,Ravi,Amazing quality,4,An awesome phone with awesome camera and overall quality
3425,Abhishek,Its camera has many modes n damm great,2,For a heavy mobile user it can give a day life backup 😍
3426,Ravi,Best Budget Flagship,4,The device is just awesome in such flagship price range.
3427,Abhishek,Disappointed with Amazon service,2,"So I bought iPhone 11 128GB variant. As expected of Amazon delivery was on time and product was in excellent condition.But when I put sim inside and tried calling, distorted noice came through speaker.Calling speaker is busted. Cannot hear clear voice unless you connect earpods and worst thing is there is no replacement policy for this. Only refund.Did not expect such service from Amazon.Delivering faulty pieces.Hope this didn't happen with other customers as well."
3428,Ravi,Same price but charger and earphone not included,4,In 2019 iphone 11 came with charger and earphone at the same price.
3429,Abhishek,Great phone,2,"I would suggest you to buy 11 than a pro , it feels great to have this phone."
3430,Ravi,Camera quality is surprisingly bad,4,Is online shopping really worth it? Because this phone is not really providing a nice camera quality… i wonder how stressed will be the buyers of iphone basic models.
3431,Abhishek,Adorable Beast!!,2,Ive bought green 256gb variant. And its amazing! The device is adorable beast! OS and performance is buttery.
3432,Ravi,Camera,4,iOS is better then androidBetter camera ‘better look’ better display love it ❤️
3433,Abhishek,It's an ok phone,2,Camera is not so good as compare to one plus nord
3434,Ravi,Fabulous,4,Don’t hesitate ....just orderIt’s Fabulous guys  totally worth itM fully satisfied
3435,Abhishek,An awesome phone,2,Awesome phone and also good in feature when I get update of ios14
3436,Ravi,iPhone 11,4,One of the best iphones with really good battery life.
3437,Abhishek,Brilliant,2,Amazing performance amazing battery life amazing camera night mode is just wow
3438,Ravi,Product is great but please do not buy for amazon.,4,Product is great but please do not buy for amazon.
3439,Abhishek,Satisfy with new  iphone11,2,In love with iphone awsm camera quality bettery life 👍 overall really satisfy .
3440,Ravi,All the features are amazing,4,Really I impressed with all the features. Amazing product thank u...
3441,Abhishek,No cashback...,2,No issues in mobile but Amazon cashback i didn't receive
3442,Ravi,thanx amazon.,4,Excellent product by amazon and superfast delivery what lacks this phone is a fingerprint reader.
3443,Abhishek,Best Iphone,2,"Great Battery life, Best camera quality, display is also good, and it's iphone.👌"
3444,Ravi,Love the phone! It is just awesome,4,The camera is little bit not clear pixel sometimes but apart from that it is worth of the money..
3445,Abhishek,Super product,2,Supereb quality from amazon dont see negative reviews we can trust amazon
3446,Ravi,Ok ok,4,Very bulky. So bulky my fingers hurt while i use the phone.A13 Bionic chip is a monster.Day light photography unmatched to any device.Sometimes camera app gets confused.Night time camera is pathetic.Camera controls when night mode activates automatically is arghhhh..
3447,Abhishek,Awesome performance,2,Superb phone..... if you want a long lasting and your usage is rough and tuff... just go for iphones....
3448,Ravi,Camera is better than other phone,4,Battery and camera quality is better than  other phone
3449,Abhishek,Good segment I phone...... I love it,2,Nice product.. And anyone can go with I phone through amazon without any doubt
3450,Ravi,Delivery on time and Amazon is a geniune seller,4,Battery life is good and camera quality is awesome
3451,Abhishek,I enjoy this product,2,Super hit phone
3452,Ravi,Exquisite,4,My wife loved it.
3453,Abhishek,The Beast,2,The best in class product... Go gor itIts a treat for photographers
3454,Ravi,I am not happy I had camper this device  to another device I think sumthing is not good,4,I am not shore about this prodect is jenune or esembeld because it's screen is dull not fully HD colors
